S.No,Text,x0,y0,x1,y1,Page_No,height,width 
3479,MALE,180,374,212,389,10,14,32
3480,4.2 - 10.2,180,360,227,374,10,14,47
3481,4.21 - 5.61,180,344,233,359,10,14,53
3482,13.5 - 17.5,180,330,233,344,10,14,53
3483,38.8 - 50.0,180,317,233,331,10,14,53
3484,151 - 355,180,303,227,317,10,14,47
3485,80.8 - 96.6,180,288,233,302,10,14,53
3486,27.4 - 33.4,180,275,233,289,10,14,53
3487,33.4 - 35.1,180,262,233,276,10,14,53
3488,11.8 - 15.6,180,249,233,263,10,14,53
3489,6.3 - 10.3,180,236,230,250,10,14,50
3490,Percentages %,180,221,257,236,10,14,77
3491,42 - 75,180,207,215,221,10,14,35
3492,18 - 52,180,194,215,208,10,14,35
3493,4 - 12,180,181,209,195,10,14,29
3494,0 - 10,180,168,209,182,10,14,29
3495,0 - 4,180,155,203,169,10,14,23
3496,Percentages %,180,140,257,155,10,14,77
3497,0.77 - 2.36,180,126,233,140,10,14,53
3498,FEMALE,297,374,340,389,10,14,43
3499,3.4 - 10.6,297,360,347,374,10,14,50
3500,3.68 - 4.88,297,344,350,359,10,14,53
3501,12.0 - 15.5,297,330,347,344,10,14,50
3502,34.9 - 44.5,297,317,347,331,10,14,50
3503,149 - 375,297,303,344,317,10,14,47
3504,82.7 - 96.8,297,288,347,302,10,14,50
3505,28.1 - 33.7,297,275,347,289,10,14,50
3506,33.1 - 35.6,297,262,347,276,10,14,50
3507,11.9 - 15.5,297,249,347,263,10,14,50
3508,6.6 - 10.6,297,236,342,250,10,14,44
3509,Absolutes X109/L,297,220,387,237,10,16,89
3510,1.4 - 6.6,297,207,336,221,10,14,38
3511,1.0 - 3.4,297,194,336,208,10,14,38
3512,0.2 - 0.8,297,181,336,195,10,14,38
3513,0.0 - 0.4,297,168,336,182,10,14,38
3514,0.0 - 0.2,297,155,336,169,10,14,38
3515,Absolutes X109/L,297,139,387,155,10,16,89
3516,38.1 - 112.6,297,126,353,140,10,14,56
3517,X109/L,404,126,449,414,10,288,45
3518,Units of,404,399,446,414,10,14,42
3519,Measure,404,388,449,402,10,14,45
3520,,404,374,407,389,10,14,2
3521,X109/L,404,359,439,375,10,16,35
3522,X1012/L,404,343,444,360,10,16,39
3523,g/dL,404,330,425,344,10,14,20
3524,%,404,317,413,331,10,14,9
3525,X109/L,404,301,439,318,10,16,35
3526,fL,404,288,413,302,10,14,8
3527,pg,404,275,416,289,10,14,11
3528,g/dL,404,262,425,276,10,14,20
3529,%,404,249,413,263,10,14,9
3530,fL,404,236,413,250,10,14,8
3531,,404,221,409,235,10,13,5
3532,,407,207,409,221,10,13,2
3533,,404,194,409,208,10,13,5
3534,,407,181,409,195,10,13,2
3535,,404,168,409,182,10,13,5
3536,,407,155,409,168,10,13,2
3537,,404,140,409,154,10,13,5
3538,,404,126,409,140,10,13,5
3539,,57,451,483,464,10,13,426
3540,,57,438,483,451,10,13,426
3541,,57,425,483,438,10,13,426
3542,,57,412,483,425,10,13,426
3543,,57,387,179,412,10,24,122
3544,,179,387,403,412,10,24,224
3545,,403,387,483,412,10,24,79
3546,,57,374,179,387,10,13,122
3547,,179,374,296,387,10,13,117
3548,,296,374,403,387,10,13,106
3549,,403,374,483,387,10,13,79
3550,,57,358,179,374,10,15,122
3551,,179,358,296,374,10,15,117
3552,,296,358,403,374,10,15,106
3553,,403,358,483,374,10,15,79
3554,,57,343,179,358,10,15,122
3555,,179,343,296,358,10,15,117
3556,,296,343,403,358,10,15,106
3557,,403,343,483,358,10,15,79
3558,,57,329,179,343,10,13,122
3559,,179,329,296,343,10,13,117
3560,,296,329,403,343,10,13,106
3561,,403,329,483,343,10,13,79
3562,,57,316,179,329,10,13,122
3563,,179,316,296,329,10,13,117
3564,,296,316,403,329,10,13,106
3565,,403,316,483,329,10,13,79
3566,,57,301,179,316,10,15,122
3567,,179,301,296,316,10,15,117
3568,,296,301,403,316,10,15,106
3569,,403,301,483,316,10,15,79
3570,,57,288,179,301,10,13,122
3571,,179,288,296,301,10,13,117
3572,,296,288,403,301,10,13,106
3573,,403,288,483,301,10,13,79
3574,,57,274,179,288,10,13,122
3575,,179,274,296,288,10,13,117
3576,,296,274,403,288,10,13,106
3577,,403,274,483,288,10,13,79
3578,,57,261,179,274,10,13,122
3579,,179,261,296,274,10,13,117
3580,,296,261,403,274,10,13,106
3581,,403,261,483,274,10,13,79
3582,,57,248,179,261,10,13,122
3583,,179,248,296,261,10,13,117
3584,,296,248,403,261,10,13,106
3585,,403,248,483,261,10,13,79
3586,,57,235,179,248,10,13,122
3587,,179,235,296,248,10,13,117
3588,,296,235,403,248,10,13,106
3589,,403,235,483,248,10,13,79
3590,,57,219,179,235,10,15,122
3591,,179,219,296,235,10,15,117
3592,,296,219,403,235,10,15,106
3593,,403,219,483,235,10,15,79
3594,,57,206,179,219,10,13,122
3595,,179,206,296,219,10,13,117
3596,,296,206,403,219,10,13,106
3597,,403,206,483,219,10,13,79
3598,,57,193,179,206,10,13,122
3599,,179,193,296,206,10,13,117
3600,,296,193,403,206,10,13,106
3601,,403,193,483,206,10,13,79
3602,,57,180,179,193,10,13,122
3603,,179,180,296,193,10,13,117
3604,,296,180,403,193,10,13,106
3605,,403,180,483,193,10,13,79
3606,,57,167,179,180,10,13,122
3607,,179,167,296,180,10,13,117
3608,,296,167,403,180,10,13,106
3609,,403,167,483,180,10,13,79
3610,,57,154,179,167,10,13,122
3611,,179,154,296,167,10,13,117
3612,,296,154,403,167,10,13,106
3613,,403,154,483,167,10,13,79
3614,,57,138,179,154,10,15,122
3615,,179,138,296,154,10,15,117
3616,,296,138,403,154,10,15,106
3617,,403,138,483,154,10,15,79
3618,,57,125,179,138,10,13,122
3619,,179,125,296,138,10,13,117
3620,,296,125,403,138,10,13,106
3621,,403,125,483,138,10,13,79
3622,,56,85,484,112,10,27,428
3623,,56,85,484,112,10,27,428
3624,,57,98,179,112,10,13,122
3625,,179,98,296,112,10,13,117
3626,,296,98,361,112,10,13,64
3627,,361,98,484,112,10,13,122
3628,,57,85,179,98,10,13,122
3629,,179,85,296,98,10,13,117
3630,,296,85,361,98,10,13,64
3631,,361,85,484,98,10,13,122
3632,,56,54,484,72,10,18,427
3633,,57,54,179,72,10,17,122
3634,,179,54,296,72,10,17,117
3635,,296,54,403,72,10,17,106
3636,,403,54,483,72,10,17,79
3637,Units of,404,55,446,70,10,14,42
3638,Policies and Procedures - UCM System,54,778,244,794,11,15,190
3639,Page 2 of 4,503,778,558,794,11,15,54
3640,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116216,54,0,379,15,11,15,325
3641,6/13/2014,509,0,558,15,11,15,48
3642,,0,0,612,792,11,791,612
3643,0-5,180,621,212,739,11,118,32
3644,MALE,180,724,212,739,11,14,32
3645,,180,711,185,725,11,13,5
3646,0,180,698,188,712,11,14,8
3647,0 - 5,180,685,203,699,11,14,23
3648,,180,666,185,680,11,13,5
3649,<500,180,647,206,661,11,14,26
3650,,180,634,185,648,11,13,5
3651,<150,180,621,206,635,11,14,26
3652,0-5,297,621,340,739,11,118,43
3653,FEMALE,297,724,340,739,11,14,43
3654,,297,711,302,725,11,13,5
3655,0,297,698,303,712,11,14,5
3656,0 - 5,297,685,318,699,11,14,21
3657,,297,666,302,680,11,13,5
3658,<500,297,647,321,661,11,14,23
3659,,297,634,302,648,11,13,5
3660,<150,297,621,321,635,11,14,23
3661,/µL/µL,404,621,449,739,11,118,45
3662,Measure,404,724,449,739,11,14,45
3663,,404,711,409,725,11,13,5
3664,/µL,404,698,419,712,11,14,14
3665,/µL,404,685,419,699,11,14,14
3666,,404,666,409,680,11,13,5
3667,/µL,404,647,419,661,11,14,14
3668,,404,634,409,648,11,13,5
3669,/µL,404,621,419,635,11,14,14
3670,Heparin Anti Xa,57,465,139,480,11,14,81
3671,Heparin PF4 Antibody,57,389,171,403,11,14,113
3672,(HIT),57,377,84,391,11,14,26
3673,Percent Reactivity,57,364,145,378,11,14,87
3674,Interpretation,57,350,122,365,11,14,64
3675,Factor Assay,57,324,126,339,11,14,68
3676,Fibrin Monomer,57,180,140,195,11,14,82
3677,Thromboelastograph (TEG),57,129,197,143,11,14,139
3678,Liver specimen &,57,116,148,130,11,14,90
3679,Kaolin,57,104,92,119,11,14,34
3680,RTM,57,91,83,105,11,14,25
3681,KTM,57,78,82,92,11,14,24
3682,Ang,57,64,79,79,11,14,21
3683,,180,110,185,124,11,13,5
3684,Units of,404,465,446,480,11,14,42
3685,Measure,404,453,449,468,11,14,45
3686,IU/mL,404,440,435,454,11,14,30
3687,IU/mL,404,421,435,435,11,14,30
3688,Units of,404,389,446,403,11,14,42
3689,Measure,404,377,449,391,11,14,45
3690,%,404,364,413,378,11,14,9
3691,,404,351,409,364,11,13,5
3692,Units of,404,324,446,339,11,14,42
3693,Measure,404,312,449,327,11,14,45
3694,%,404,299,413,313,11,14,9
3695,%,404,286,413,300,11,14,9
3696,%,404,273,413,287,11,14,9
3697,%,404,260,413,274,11,14,9
3698,%,404,246,413,261,11,14,9
3699,%,404,233,413,247,11,14,9
3700,%,404,220,413,234,11,14,9
3701,%,404,207,413,221,11,14,9
3702,Units of,404,180,446,195,11,14,42
3703,Measure,404,169,449,183,11,14,45
3704,,404,155,409,169,11,13,5
3705,Units of,405,594,447,609,11,14,42
3706,Measure,405,582,451,597,11,14,45
3707,seconds,405,569,447,583,11,14,42
3708,,56,620,484,738,11,117,427
3709,CSF,57,711,81,726,11,14,23
3710,RBC,57,698,82,712,11,14,24
3711,WBC,57,685,85,699,11,14,27
3712,Pleural and Peritoneal,57,672,171,687,11,14,113
3713,Fluids,57,660,91,675,11,14,33
3714,Total nucleated cells,57,647,156,661,11,14,98
3715,Synovial Fluid,57,634,132,649,11,14,74
3716,Total nucleated cells,57,621,156,635,11,14,98
3717,,57,724,179,737,11,13,122
3718,,179,724,296,737,11,13,117
3719,,296,724,403,737,11,13,106
3720,,403,724,483,737,11,13,79
3721,,57,711,179,724,11,13,122
3722,,179,711,296,724,11,13,117
3723,,296,711,403,724,11,13,106
3724,,403,711,483,724,11,13,79
3725,,57,698,179,711,11,13,122
3726,,179,698,296,711,11,13,117
3727,,296,698,403,711,11,13,106
3728,,403,698,483,711,11,13,79
3729,,57,684,179,698,11,13,122
3730,,179,684,296,698,11,13,117
3731,,296,684,403,698,11,13,106
3732,,403,684,483,698,11,13,79
3733,,57,660,179,684,11,24,122
3734,,179,660,296,684,11,24,117
3735,,296,660,403,684,11,24,106
3736,,403,660,483,684,11,24,79
3737,,57,646,179,660,11,13,122
3738,,179,646,296,660,11,13,117
3739,,296,646,403,660,11,13,106
3740,,403,646,483,660,11,13,79
3741,,57,633,179,646,11,13,122
3742,,179,633,296,646,11,13,117
3743,,296,633,403,646,11,13,106
3744,,403,633,483,646,11,13,79
3745,,57,620,179,633,11,13,122
3746,,179,620,296,633,11,13,117
3747,,296,620,403,633,11,13,106
3748,,403,620,483,633,11,13,79
3749,,56,491,485,607,11,116,428
3750,,56,491,485,607,11,116,428
3751,econds,410,544,447,558,11,14,36
3752,mg/dL,405,531,437,545,11,14,31
3753,seconds,405,518,447,532,11,14,42
3754,µg/ml FEU,405,505,458,519,11,14,52
3755,%,405,492,415,506,11,14,9
3756,s,405,544,411,570,11,25,5
3757,220-400,330,492,387,603,11,111,56
3758,Not known,330,588,387,603,11,14,56
3759,,333,569,335,583,11,13,2
3760,,330,550,335,564,11,13,5
3761,220 - 400,330,531,375,545,11,14,44
3762,,333,518,335,532,11,13,2
3763,,330,505,335,519,11,13,5
3764,,333,492,335,506,11,13,2
3765,FEMALE,255,588,301,603,11,14,46
3766,11.8 - 14.2,255,569,305,583,11,14,50
3767,5 - 35,261,544,288,558,11,14,26
3768,200 - 430,255,531,299,545,11,14,44
3769,14.0 - 22.0,255,518,305,532,11,14,50
3770,0 - 0.49,255,505,291,519,11,14,35
3771,77-108,255,492,288,506,11,14,32
3772,2,255,544,261,570,11,25,5
3773,11.8 - 14.2,180,569,233,583,11,14,53
3774,2,180,544,185,570,11,25,5
3775,Coagulation Results MALE,57,588,212,603,11,14,154
3776,Prothrombin Time (PT),57,569,167,583,11,14,109
3777,APTT (Activated Partial,57,556,170,570,11,14,112
3778,Thromboplastin Time),57,544,163,558,11,14,105
3779,Fibrinogen,57,531,110,545,11,14,52
3780,Thrombin Time,57,518,131,532,11,14,73
3781,D-Dimer,57,505,99,519,11,14,41
3782,ATIII,57,492,82,506,11,14,24
3783,5 - 35,185,544,215,558,11,14,29
3784,200 - 375,180,531,227,545,11,14,47
3785,14.0 - 22.0,180,518,233,532,11,14,53
3786,0 - 0.49,180,505,218,519,11,14,38
3787,77-108,180,492,215,506,11,14,35
3788,,57,582,179,607,11,24,122
3789,,179,582,254,607,11,24,75
3790,,254,582,329,607,11,24,75
3791,,329,582,405,607,11,24,75
3792,,405,582,484,607,11,24,79
3793,,57,569,179,582,11,13,122
3794,,179,569,254,582,11,13,75
3795,,254,569,329,582,11,13,75
3796,,329,569,405,582,11,13,75
3797,,405,569,484,582,11,13,79
3798,,57,544,179,569,11,24,122
3799,,179,544,254,569,11,24,75
3800,,254,544,329,569,11,24,75
3801,,329,544,405,569,11,24,75
3802,,405,544,484,569,11,24,79
3803,,57,531,179,544,11,13,122
3804,,179,531,254,544,11,13,75
3805,,254,531,329,544,11,13,75
3806,,329,531,405,544,11,13,75
3807,,405,531,484,544,11,13,79
3808,,57,517,179,531,11,13,122
3809,,179,517,254,531,11,13,75
3810,,254,517,329,531,11,13,75
3811,,329,517,405,531,11,13,75
3812,,405,517,484,531,11,13,79
3813,,57,504,179,517,11,13,122
3814,,179,504,254,517,11,13,75
3815,,254,504,329,517,11,13,75
3816,,329,504,405,517,11,13,75
3817,,405,504,484,517,11,13,79
3818,,57,491,179,504,11,13,122
3819,,179,491,254,504,11,13,75
3820,,254,491,329,504,11,13,75
3821,,329,491,405,504,11,13,75
3822,,405,491,484,504,11,13,79
3823,,56,414,484,478,11,64,427
3824,,56,414,484,478,11,64,427
3825,MALE,180,459,212,474,11,14,32
3826,Unfractionated Heparin 0.3-0.7,57,440,215,454,11,14,157
3827,Low Molecular Weight,57,427,164,441,11,14,106
3828,Heparin,57,415,97,429,11,14,39
3829,FEMALE,297,459,343,474,11,14,46
3830,0.3-0.7,297,440,330,454,11,14,32
3831,0.40 - 1.10,297,421,350,435,11,14,53
3832,,57,453,179,478,11,24,122
3833,,179,453,296,478,11,24,117
3834,,296,453,403,478,11,24,106
3835,,403,453,483,478,11,24,79
3836,,57,440,179,453,11,13,122
3837,,179,440,296,453,11,13,117
3838,,296,440,403,453,11,13,106
3839,,403,440,483,453,11,13,79
3840,,57,415,179,440,11,24,122
3841,,179,415,296,440,11,24,117
3842,,179,415,296,440,11,24,117
3843,0.40 - 1.10,180,421,233,435,11,14,53
3844,,296,415,403,440,11,24,106
3845,,403,415,483,440,11,24,79
3846,,56,349,484,402,11,52,427
3847,,56,349,484,402,11,52,427
3848,MALE,180,383,212,397,11,14,32
3849,<20,180,364,200,378,11,14,20
3850,Negative,180,350,224,365,11,14,44
3851,FEMALE,297,383,343,397,11,14,46
3852,<20,297,364,315,378,11,14,17
3853,Negative,297,351,339,365,11,14,41
3854,,57,376,179,401,11,24,122
3855,,179,376,296,401,11,24,117
3856,,296,376,403,401,11,24,106
3857,,403,376,483,401,11,24,79
3858,,57,363,179,376,11,13,122
3859,,179,363,296,376,11,13,117
3860,,296,363,403,376,11,13,106
3861,,403,363,483,376,11,13,79
3862,,57,350,179,363,11,13,122
3863,,179,350,296,363,11,13,117
3864,,296,350,403,363,11,13,106
3865,,403,350,483,363,11,13,79
3866,,56,206,484,337,11,131,427
3867,,56,206,484,337,11,131,427
3868,Factor 2,57,299,99,313,11,14,41
3869,Factor 5,57,286,99,300,11,14,41
3870,Factor 7,57,273,99,287,11,14,41
3871,Factor 8,57,260,99,274,11,14,41
3872,Factor 9,57,246,99,261,11,14,41
3873,Factor 10,57,233,105,247,11,14,47
3874,Factor 11,57,220,105,234,11,14,47
3875,Factor 12,57,207,105,221,11,14,47
3876,MALE,180,318,212,333,11,14,32
3877,70 - 130,180,299,221,313,11,14,41
3878,60 - 130,180,286,221,300,11,14,41
3879,65 - 140,180,273,221,287,11,14,41
3880,55 - 205,180,260,221,274,11,14,41
3881,65 - 140,180,246,221,261,11,14,41
3882,60 - 130,180,233,221,247,11,14,41
3883,60 - 135,180,220,221,234,11,14,41
3884,60 - 160,180,207,221,221,11,14,41
3885,FEMALE,297,318,343,333,11,14,46
3886,70 - 130,297,299,336,313,11,14,38
3887,60 - 130,297,286,336,300,11,14,38
3888,65 - 140,297,273,336,287,11,14,38
3889,55 - 205,297,260,336,274,11,14,38
3890,65 - 140,297,246,336,261,11,14,38
3891,60 - 130,297,233,336,247,11,14,38
3892,60 - 135,297,220,336,234,11,14,38
3893,60 - 160,297,207,336,221,11,14,38
3894,,57,311,179,336,11,24,122
3895,,179,311,296,336,11,24,117
3896,,296,311,403,336,11,24,106
3897,,403,311,483,336,11,24,79
3898,,57,298,179,311,11,13,122
3899,,179,298,296,311,11,13,117
3900,,296,298,403,311,11,13,106
3901,,403,298,483,311,11,13,79
3902,,57,285,179,298,11,13,122
3903,,179,285,296,298,11,13,117
3904,,296,285,403,298,11,13,106
3905,,403,285,483,298,11,13,79
3906,,57,272,179,285,11,13,122
3907,,179,272,296,285,11,13,117
3908,,296,272,403,285,11,13,106
3909,,403,272,483,285,11,13,79
3910,,57,259,179,272,11,13,122
3911,,179,259,296,272,11,13,117
3912,,296,259,403,272,11,13,106
3913,,403,259,483,272,11,13,79
3914,,57,246,179,259,11,13,122
3915,,179,246,296,259,11,13,117
3916,,296,246,403,259,11,13,106
3917,,403,246,483,259,11,13,79
3918,,57,233,179,246,11,13,122
3919,,179,233,296,246,11,13,117
3920,,296,233,403,246,11,13,106
3921,,403,233,483,246,11,13,79
3922,,57,220,179,233,11,13,122
3923,,179,220,296,233,11,13,117
3924,,296,220,403,233,11,13,106
3925,,403,220,483,233,11,13,79
3926,,57,206,179,220,11,13,122
3927,,179,206,296,220,11,13,117
3928,,296,206,403,220,11,13,106
3929,,403,206,483,220,11,13,79
3930,,56,154,484,193,11,39,427
3931,,56,154,484,193,11,39,427
3932,,57,155,63,169,11,13,5
3933,MALE,180,174,212,189,11,14,32
3934,Neg,180,155,202,170,11,14,22
3935,FEMALE,297,174,343,189,11,14,46
3936,Neg,297,155,316,170,11,14,19
3937,,57,168,179,193,11,24,122
3938,,179,168,296,193,11,24,117
3939,,296,168,403,193,11,24,106
3940,,403,168,483,193,11,24,79
3941,,57,155,179,168,11,13,122
3942,,179,155,296,168,11,13,117
3943,,296,155,403,168,11,13,106
3944,,403,155,483,168,11,13,79
3945,,56,54,484,142,11,88,427
3946,,180,64,215,124,11,59,35
3947,10 - 14,180,91,215,105,11,14,35
3948,3 - 6,180,78,206,92,11,14,26
3949,53 - 67,180,64,215,79,11,14,35
3950,,297,110,302,124,11,13,5
3951,10 - 14,297,91,330,105,11,14,32
3952,3 - 6,297,78,321,92,11,14,24
3953,53 - 67,297,65,330,79,11,14,32
3954,,404,110,409,124,11,13,5
3955,mm,404,91,422,105,11,14,17
3956,mm,404,78,422,92,11,14,17
3957,degrees,404,64,445,79,11,14,40
3958,,57,128,483,141,11,13,426
3959,,57,103,179,128,11,24,122
3960,,179,103,296,128,11,24,117
3961,,296,103,403,128,11,24,106
3962,,403,103,483,128,11,24,79
3963,,57,90,179,103,11,13,122
3964,,179,90,296,103,11,13,117
3965,,296,90,403,103,11,13,106
3966,,403,90,483,103,11,13,79
3967,,57,77,179,90,11,13,122
3968,,179,77,296,90,11,13,117
3969,,296,77,403,90,11,13,106
3970,,403,77,483,90,11,13,79
3971,,57,64,179,77,11,13,122
3972,,179,64,296,77,11,13,117
3973,,296,64,403,77,11,13,106
3974,,403,64,483,77,11,13,79
3975,,57,54,179,64,11,9,122
3976,,179,54,296,64,11,9,117
3977,,296,54,403,64,11,9,106
3978,,403,54,483,64,11,9,79
3979,Policies and Procedures - UCM System,54,778,244,794,12,15,190
3980,Page 3 of 4,503,778,558,794,12,15,54
3981,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116216,54,0,379,15,12,15,325
3982,6/13/2014,509,0,558,15,12,15,48
3983,,0,0,612,792,12,791,612
3984,MA,57,724,76,738,12,14,18
3985,LY30,57,711,85,725,12,14,27
3986,Cardiac specimen &,57,698,161,713,12,14,103
3987,Kaolin,57,686,92,701,12,14,34
3988,RTM,57,673,83,687,12,14,25
3989,KTM,57,660,82,674,12,14,24
3990,Ang,57,647,79,661,12,14,21
3991,MA,57,634,76,648,12,14,18
3992,Cl (R+K+MA+Angle),57,621,156,635,12,14,98
3993,4- 8,180,634,215,738,12,104,35
3994,59 - 68,180,724,215,738,12,14,35
3995,0 - 8,180,711,203,725,12,14,23
3996,,180,692,185,706,12,13,5
3997,4 - 8,180,673,203,687,12,14,23
3998,1 - 4,180,660,203,674,12,14,23
3999,47 - 74,180,647,215,661,12,14,35
4000,55 - 73,180,634,215,648,12,14,35
4001,4- 8,297,634,330,738,12,104,32
4002,59 - 68,297,724,330,738,12,14,32
4003,0 - 8,297,711,318,725,12,14,21
4004,,297,692,302,706,12,13,5
4005,4 - 8,297,673,318,687,12,14,21
4006,1 - 4,297,660,318,674,12,14,21
4007,47 - 74,297,647,330,661,12,14,32
4008,55 - 73,297,634,330,648,12,14,32
4009,= Coagulation Index,57,397,154,411,12,14,96
4010,0 - 8,180,384,203,398,12,14,23
4011,LY30,57,384,85,398,12,14,27
4012,Related Documents,56,352,208,374,12,22,151
4013,min,404,634,445,738,12,104,40
4014,mm,404,724,422,738,12,14,17
4015,%,404,711,413,725,12,14,9
4016,,404,692,409,706,12,13,5
4017,min,404,673,421,687,12,14,17
4018,min,404,660,421,674,12,14,17
4019,degrees,404,647,445,661,12,14,40
4020,mm,404,634,422,648,12,14,17
4021,Prothrombin Time (PROTIME) on the STA-Compact,57,327,301,341,12,14,243
4022,Activated Thomboplastin Time (APT) on the STA-Compact,57,314,331,328,12,14,274
